timestamp,pixelCount
timestamp,pixelCount
2026-07-19 07:41:00,92
2026-07-19 07:42:00,67
2026-07-19 07:43:00,74
2026-07-19 07:44:00,106
2026-07-19 07:45:00,92
2026-07-19 07:46:00,86
2026-07-19 07:47:00,86
2026-07-19 07:48:00,68
2026-07-19 07:49:00,77
2026-07-19 07:50:00,103
2026-07-19 07:51:00,89
2026-07-19 07:52:00,68
2026-07-19 07:53:00,121
2026-07-19 07:54:00,80
2026-07-19 07:55:00,94
2026-07-19 07:56:00,90
2026-07-19 07:57:00,83
2026-07-19 07:58:00,100
2026-07-19 07:59:00,68
2026-07-19 08:00:00,76
2026-07-19 08:01:00,76
2026-07-19 08:02:00,110
2026-07-19 08:03:00,75
2026-07-19 08:04:00,59
2026-07-19 08:05:00,100
2026-07-19 08:06:00,65
2026-07-19 08:07:00,67
2026-07-19 08:08:00,124
2026-07-19 08:09:00,54
2026-07-19 08:10:00,109
2026-07-19 08:11:00,103
2026-07-19 08:12:00,70
2026-07-19 08:13:00,86
2026-07-19 08:14:00,79
2026-07-19 08:15:00,75
2026-07-19 08:16:00,94
2026-07-19 08:17:00,71
2026-07-19 08:18:00,97
2026-07-19 08:19:00,92
2026-07-19 08:20:00,112
2026-07-19 08:21:00,80
2026-07-19 08:22:00,86
2026-07-19 08:23:00,126
2026-07-19 08:24:00,88
2026-07-19 08:25:00,106
2026-07-19 08:26:00,101
2026-07-19 08:27:00,82
2026-07-19 08:28:00,106
2026-07-19 08:29:00,82
2026-07-19 08:30:00,81
2026-07-19 08:31:00,143
2026-07-19 08:32:00,101
2026-07-19 08:33:00,118
2026-07-19 08:34:00,81
2026-07-19 08:35:00,94
2026-07-19 08:36:00,92
2026-07-19 08:37:00,81
2026-07-19 08:38:00,65
2026-07-19 08:39:00,89
2026-07-19 08:40:00,101
2026-07-19 08:41:00,85
2026-07-19 08:42:00,103
2026-07-19 08:43:00,74
2026-07-19 08:44:00,111
2026-07-19 08:45:00,53
2026-07-19 08:46:00,83
2026-07-19 08:47:00,103
2026-07-19 08:48:00,89
2026-07-19 08:49:00,107
2026-07-19 08:50:00,118
2026-07-19 08:51:00,86
2026-07-19 08:52:00,96
2026-07-19 08:53:00,101
2026-07-19 08:54:00,98
2026-07-19 08:55:00,95
2026-07-19 08:56:00,107
2026-07-19 08:57:00,120
2026-07-19 08:58:00,86
2026-07-19 08:59:00,132
2026-07-19 09:00:00,106
2026-07-19 09:01:00,88
2026-07-19 09:02:00,106
2026-07-19 09:03:00,104
2026-07-19 09:04:00,106
2026-07-19 09:05:00,81
2026-07-19 09:06:00,92
2026-07-19 09:07:00,73
2026-07-19 09:08:00,86
2026-07-19 09:09:00,98
2026-07-19 09:10:00,81
2026-07-19 09:11:00,94
2026-07-19 09:12:00,120
2026-07-19 09:13:00,81
2026-07-19 09:14:00,81
2026-07-19 09:15:00,112
2026-07-19 09:16:00,94
2026-07-19 09:17:00,62
2026-07-19 09:18:00,107
2026-07-19 09:19:00,124
2026-07-19 09:20:00,104
2026-07-19 09:21:00,91
2026-07-19 09:22:00,118
2026-07-19 09:23:00,103
2026-07-19 09:24:00,101
2026-07-19 09:25:00,92
2026-07-19 09:26:00,81
2026-07-19 09:27:00,120
2026-07-19 09:28:00,108
2026-07-19 09:29:00,140
2026-07-19 09:30:00,102
2026-07-19 09:31:00,90
2026-07-19 09:32:00,106
2026-07-19 09:33:00,140
2026-07-19 09:34:00,102
2026-07-19 09:35:00,112
2026-07-19 09:36:00,106
2026-07-19 09:37:00,110
2026-07-19 09:38:00,93
2026-07-19 09:39:00,106
2026-07-19 09:40:00,122
2026-07-19 09:41:00,56
2026-07-19 09:42:00,117
2026-07-19 09:43:00,120
2026-07-19 09:44:00,104
2026-07-19 09:45:00,136
2026-07-19 09:46:00,85
2026-07-19 09:47:00,130
2026-07-19 09:48:00,113
2026-07-19 09:49:00,100
2026-07-19 09:50:00,97
2026-07-19 09:51:00,125
2026-07-19 09:52:00,107
2026-07-19 09:53:00,97
2026-07-19 09:54:00,102
2026-07-19 09:55:00,119
2026-07-19 09:56:00,95
2026-07-19 09:57:00,112
2026-07-19 09:58:00,133
2026-07-19 09:59:00,101
2026-07-19 10:00:00,96
2026-07-19 10:01:00,104
2026-07-19 10:02:00,105
2026-07-19 10:03:00,76
2026-07-19 10:04:00,109
2026-07-19 10:05:00,115
2026-07-19 10:06:00,106
2026-07-19 10:07:00,96
2026-07-19 10:08:00,136
2026-07-19 10:09:00,84
2026-07-19 10:10:00,113
2026-07-19 10:11:00,99
2026-07-19 10:12:00,86
2026-07-19 10:13:00,80
2026-07-19 10:14:00,94
2026-07-19 10:15:00,122
2026-07-19 10:16:00,96
2026-07-19 10:17:00,104
2026-07-19 10:18:00,74
2026-07-19 10:19:00,102
2026-07-19 10:20:00,78
2026-07-19 10:21:00,105
2026-07-19 10:22:00,83
